stop_id,stop_name,location_type,madina_bb_station_id,Number,NAME
9070079,South Station - Summer St @ Surface Rd,0,30,A32042,Surface Rd at Summer St
6564,Summer St @ South Station - Red Line entrance,0,30,A32042,Surface Rd at Summer St
door-sstat-atlantic,South Station - Atlantic Ave,2,30,A32042,Surface Rd at Summer St
door-sstat-dewey,"South Station - Dewey Sq (Summer St, Atlantic Ave)",2,30,A32042,Surface Rd at Summer St
door-sstat-finctr,South Station - Financial Center,2,30,A32042,Surface Rd at Summer St
door-sstat-main,"South Station - Main Entry, Dewey Square",2,30,A32042,Surface Rd at Summer St
door-sstat-outmain,"South Station - Summer St, Atlantic Ave, Commuter Rail",2,30,A32042,Surface Rd at Summer St
door-sstat-reserve,"South Station - Atlantic Ave, Summer St",2,30,A32042,Surface Rd at Summer St
6550,Lincoln St @ Essex St,0,30,A32042,Surface Rd at Summer St
892,Summer St @ Atlantic Ave,0,30,A32042,Surface Rd at Summer St
6538,Essex St @ Atlantic Ave,0,30,A32042,Surface Rd at Summer St
70079,South Station,0,30,A32042,Surface Rd at Summer St
70080,South Station,0,30,A32042,Surface Rd at Summer St
74611,South Station,0,30,A32042,Surface Rd at Summer St
74617,South Station,0,30,A32042,Surface Rd at Summer St
NEC-2287,South Station,0,30,A32042,Surface Rd at Summer St
5864,Maverick St @ Cottage St,0,31,A32044,Maverick St at Massport Path
5863,Maverick St @ Lamson St,0,31,A32044,Maverick St at Massport Path
11070,Guest St @ Hichborn St,0,32,A32045,Boston Landing
11071,Arthur St @ Hichborn St - Stop & Shop,0,32,A32045,Boston Landing
WML-0035,Boston Landing,0,32,A32045,Boston Landing
11971,Arthur St @ Hichborn St - Stop & Shop,0,32,A32045,Boston Landing
11972,Guest St opp Hichborn St,0,32,A32045,Boston Landing
5861,Jeffries St @ Maverick St,0,34,A32050,Porzio Park
5848,Bennington St @ Neptune Rd,0,35,A32051,Day Sq
5849,Bennington St @ Chelsea St,0,35,A32051,Day Sq
5850,Bennington St @ Prescott St,0,35,A32051,Day Sq
5664,Bennington St @ Bremen St,0,35,A32051,Day Sq
56641,E Eagle St @ Chelsea St,0,35,A32051,Day Sq
5665,Bennington St @ Neptune Rd,0,35,A32051,Day Sq
5871,Bennington St @ Prescott St,0,35,A32051,Day Sq
2564,N Harvard St opp Harvard Stadium Gate 2,0,36,A32052,Harvard Stadium: N. Harvard St at Soldiers Field Rd
2551,N Harvard St @ Gate 2 Harvard Stadium,0,36,A32052,Harvard Stadium: N. Harvard St at Soldiers Field Rd
door-north-tdgarden,North Station - TD Garden passageway (Elevator),2,37,A32053,Valenti Way at Haverhill St
door-north-valenti,North Station - Valenti Way,2,37,A32053,Valenti Way at Haverhill St
70026,North Station,0,37,A32053,Valenti Way at Haverhill St
114,Causeway St @ North Station,0,37,A32053,Valenti Way at Haverhill St
118,Causeway St @ Medford St,0,37,A32053,Valenti Way at Haverhill St
2829,N Washington St @ Medford St,0,37,A32053,Valenti Way at Haverhill St
door-north-causewaye,North Station - Causeway St (Elevator),2,37,A32053,Valenti Way at Haverhill St
door-north-causeways,"North Station - Causeway St, Haverhill St",2,37,A32053,Valenti Way at Haverhill St
2832,N Washington St @ Cooper St,0,37,A32053,Valenti Way at Haverhill St
1255,Tremont St @ Columbus Ave,0,38,B32002,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd
1227,Tremont St @ Melnea Cass Blvd,0,38,B32002,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd
17862,Ruggles,0,38,B32002,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd
17863,Ruggles,0,38,B32002,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd
NEC-2265,Ruggles,0,38,B32002,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd
NEC-2265-01,Ruggles,0,38,B32002,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd
NEC-2265-03,Ruggles,0,38,B32002,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd
door-rugg-buses,"Ruggles - Columbus Ave, Buses",2,38,B32002,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd
door-rugg-columbus,"Ruggles - Columbus Ave, Tremont St",2,38,B32002,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd
11802,Ave Louis Pasteur @ Longwood Ave,0,39,B32003,HMS/HSPH - Avenue Louis Pasteur at Longwood Ave
11780,Ave Louis Pasteur @ Longwood Ave,0,39,B32003,HMS/HSPH - Avenue Louis Pasteur at Longwood Ave
1780,Longwood Ave @ Blackfan St,0,39,B32003,HMS/HSPH - Avenue Louis Pasteur at Longwood Ave
Boat-Long,Long Wharf (North),0,40,B32004,Aquarium T Stop - 200 Atlantic Ave
Boat-Long-South,Long Wharf (South),0,40,B32004,Aquarium T Stop - 200 Atlantic Ave
224,Atlantic Ave @ State St-Marriott Hotel,0,40,B32004,Aquarium T Stop - 200 Atlantic Ave
225,Atlantic Ave @ Atlantic Ave,0,40,B32004,Aquarium T Stop - 200 Atlantic Ave
70043,Aquarium,0,40,B32004,Aquarium T Stop - 200 Atlantic Ave
door-aqucl-atlantic,Aquarium - Waterfront and New England Aquarium,2,40,B32004,Aquarium T Stop - 200 Atlantic Ave
door-aqucl-atlanticelev,Aquarium - Waterfront and New England Aquarium,2,40,B32004,Aquarium T Stop - 200 Atlantic Ave
91,Massachusetts Ave @ Clearway St,0,41,B32005,Christian Science Plaza - Massachusetts Ave at Westland Ave
80,Massachusetts Ave opp Christian Science Ctr,0,41,B32005,Christian Science Plaza - Massachusetts Ave at Westland Ave
70241,Symphony,0,41,B32005,Christian Science Plaza - Massachusetts Ave at Westland Ave
door-symcl-ebchurch,"Symphony - Massachusetts Ave, First Church of Christ",2,41,B32005,Christian Science Plaza - Massachusetts Ave at Westland Ave
door-symcl-ebsymphony,"Symphony - Massachusetts Ave, Symphony Hall",2,41,B32005,Christian Science Plaza - Massachusetts Ave at Westland Ave
door-symcl-falmouth,"Symphony - First Church, Falmouth St",2,41,B32005,Christian Science Plaza - Massachusetts Ave at Westland Ave
door-symcl-hunte,"Symphony - Massachusetts Ave, Huntington Ave (East)",2,41,B32005,Christian Science Plaza - Massachusetts Ave at Westland Ave
door-symcl-huntw,"Symphony - Massachusetts Ave, Huntington Ave (West)",2,41,B32005,Christian Science Plaza - Massachusetts Ave at Westland Ave
door-symcl-westland,"Symphony - Westland Ave, Symphony Hall",2,41,B32005,Christian Science Plaza - Massachusetts Ave at Westland Ave
82,Massachusetts Ave @ Huntington Ave,0,41,B32005,Christian Science Plaza - Massachusetts Ave at Westland Ave
89,Massachusetts Ave @ St Botolph St,0,41,B32005,Christian Science Plaza - Massachusetts Ave at Westland Ave
11781,Ave Louis Pasteur @ The Fenway,0,42,B32006,Colleges of the Fenway - Fenway at Avenue Louis Pasteur
11799,Ave Louis Pasteur @ The Fenway,0,42,B32006,Colleges of the Fenway - Fenway at Avenue Louis Pasteur
204,Congress St opp North St,0,43,B32008,Boston City Hall - 28 State St
door-gover-main,Government Center - City Hall Plaza,2,43,B32008,Boston City Hall - 28 State St
9370022,State - Devonshire St @ State St,0,43,B32008,Boston City Hall - 28 State St
11891,Pearl St @ Congress St,0,43,B32008,Boston City Hall - 28 State St
65,State St @ Washington Mall - State St Sta,0,43,B32008,Boston City Hall - 28 State St
70022,State,0,43,B32008,Boston City Hall - 28 State St
door-state-cityhall,State - City Hall,2,43,B32008,Boston City Hall - 28 State St
door-state-congress,State - Congress St (North),2,43,B32008,Boston City Hall - 28 State St
door-state-exchange,State - Congress St (Exchange Place),2,43,B32008,Boston City Hall - 28 State St
door-state-meeting,"State - Washington St, Milk St",2,43,B32008,Boston City Hall - 28 State St
door-state-state,"State - Old State House, State St",2,43,B32008,Boston City Hall - 28 State St
190,Congress St @ State St,0,43,B32008,Boston City Hall - 28 State St
door-state-water,"State - Devonshire St, Water St",2,43,B32008,Boston City Hall - 28 State St
191,Congress St @ North St,0,43,B32008,Boston City Hall - 28 State St
4510,Cambridge St @ Government Ctr Sta,0,43,B32008,Boston City Hall - 28 State St
70039,Government Center,0,43,B32008,Boston City Hall - 28 State St
65471,Devonshire St @ Water St,0,43,B32008,Boston City Hall - 28 State St
1564,Brookline Ave @ Newbury St,0,44,B32010,Kenmore Square
door-kencl-commonwealth,"Kenmore - Fenway Park, Commonwealth Ave",2,44,B32010,Kenmore Square
941,Commonwealth Ave @ Blandford St,0,44,B32010,Kenmore Square
8993,Brookline Ave opp Newbury St,0,44,B32010,Kenmore Square
70148,Blandford Street,0,44,B32010,Kenmore Square
70150,Kenmore,0,44,B32010,Kenmore Square
899,Kenmore,0,44,B32010,Kenmore Square
door-kencl-beacon,"Kenmore - Boston University, Beacon St",2,44,B32010,Kenmore Square
door-kencl-busway,"Kenmore - Busway, Commonwealth Ave",2,44,B32010,Kenmore Square
1317,Huntington Ave opp Fenwood Rd,0,45,B32013,Brigham Circle - Francis St at Huntington Ave
1319,Tremont St opp Wigglesworth St,0,45,B32013,Brigham Circle - Francis St at Huntington Ave
1362,Tremont St @ Huntington Ave,0,45,B32013,Brigham Circle - Francis St at Huntington Ave
1363,Huntington Ave @ Fenwood Rd,0,45,B32013,Brigham Circle - Francis St at Huntington Ave
70249,Brigham Circle,0,45,B32013,Brigham Circle - Francis St at Huntington Ave
70250,Brigham Circle,0,45,B32013,Brigham Circle - Francis St at Huntington Ave
70251,Fenwood Road,0,45,B32013,Brigham Circle - Francis St at Huntington Ave
92391,677 Huntington Ave,0,45,B32013,Brigham Circle - Francis St at Huntington Ave
70252,Fenwood Road,0,45,B32013,Brigham Circle - Francis St at Huntington Ave
21317,Huntington Ave @ Wigglesworth St,0,45,B32013,Brigham Circle - Francis St at Huntington Ave
door-wtcst-congress,World Trade Center - Congress St,2,46,B32014,Seaport Hotel - Congress St at Seaport Ln
door-wtcst-wtc,World Trade Center - World Trade Center Ave,2,46,B32014,Seaport Hotel - Congress St at Seaport Ln
17096,Congress St @ World Trade Center Sta,0,46,B32014,Seaport Hotel - Congress St at Seaport Ln
74613,World Trade Center,0,46,B32014,Seaport Hotel - Congress St at Seaport Ln
1806,Brookline Ave @ The Fenway,0,47,B32015,Landmark Center - Brookline Ave at Park Dr
9441,Brookline Ave @ Boylston St,0,47,B32015,Landmark Center - Brookline Ave at Park Dr
1777,Brookline Ave @ Pilgrim Rd,0,47,B32015,Landmark Center - Brookline Ave at Park Dr
1519,Brookline Ave @ Fullerton St,0,47,B32015,Landmark Center - Brookline Ave at Park Dr
1520,Brookline Ave @ Park Dr,0,47,B32015,Landmark Center - Brookline Ave at Park Dr
1562,132 Brookline Ave opp Fullerton St,0,47,B32015,Landmark Center - Brookline Ave at Park Dr
1,Washington St opp Ruggles St,0,48,B32017,Dudley Square - Bolling Building
64,Nubian,0,48,B32017,Dudley Square - Bolling Building
64000,Nubian,0,48,B32017,Dudley Square - Bolling Building
64002,Dudley St @ Nubian Station,0,48,B32017,Dudley Square - Bolling Building
1148,Malcolm X Blvd @ Shawmut Ave,0,48,B32017,Dudley Square - Bolling Building
11259,Malcolm X Blvd @ Shawmut Ave,0,48,B32017,Dudley Square - Bolling Building
1491,Dudley St @ Harrison Ave,0,48,B32017,Dudley Square - Bolling Building
63,Washington St @ Ruggles St,0,48,B32017,Dudley Square - Bolling Building
93,Massachusetts Ave @ Newbury St,0,49,B32018,Boylston St at Massachusetts Ave
1931,Ipswich St @ Boylston St,0,49,B32018,Boylston St at Massachusetts Ave
70152,Hynes Convention Center,0,49,B32018,Boylston St at Massachusetts Ave
door-hymnl-mass,"Hynes Convention Center - Massachusetts Ave, Buses",2,49,B32018,Boylston St at Massachusetts Ave
door-hymnl-newbury,Hynes Convention Center - Newbury St,2,49,B32018,Boylston St at Massachusetts Ave
79,Massachusetts Ave @ Boylston St,0,49,B32018,Boylston St at Massachusetts Ave
11390,Dalton St @ Belvidere St,0,49,B32018,Boylston St at Massachusetts Ave
11391,Boylston St @ Massachusetts Ave,0,49,B32018,Boylston St at Massachusetts Ave
31918,Ipswich St @ Boylston St,0,49,B32018,Boylston St at Massachusetts Ave
1518,Brookline Ave opp Jersey St,0,50,B32020,Burlington Ave at Brookline Ave
1519,Brookline Ave @ Fullerton St,0,50,B32020,Burlington Ave at Brookline Ave
1562,132 Brookline Ave opp Fullerton St,0,50,B32020,Burlington Ave at Brookline Ave
1563,Brookline Ave @ Jersey St,0,50,B32020,Burlington Ave at Brookline Ave
1800,Louis Prang St @ Evans Way,0,51,B32021,Wentworth Institute of Technology - Huntington Ave at Vancouver St
51317,Huntington Ave @ Ruggles St,0,51,B32021,Wentworth Institute of Technology - Huntington Ave at Vancouver St
70245,Museum of Fine Arts,0,51,B32021,Wentworth Institute of Technology - Huntington Ave at Vancouver St
70246,Museum of Fine Arts,0,51,B32021,Wentworth Institute of Technology - Huntington Ave at Vancouver St
1784,Ruggles St @ Huntington Ave,0,51,B32021,Wentworth Institute of Technology - Huntington Ave at Vancouver St
71391,Huntington Ave @ Louis Prang St,0,51,B32021,Wentworth Institute of Technology - Huntington Ave at Vancouver St
1799,Ruggles St @ Huntington Ave,0,51,B32021,Wentworth Institute of Technology - Huntington Ave at Vancouver St
390,Warren St @ Quincy St,0,52,B32022,Roxbury YMCA - Warren St at MLK Blvd
392,Warren St @ Maywood St,0,52,B32022,Roxbury YMCA - Warren St at MLK Blvd
406,Warren St @ ML King Blvd,0,52,B32022,Roxbury YMCA - Warren St at MLK Blvd
407,Warren St @ Townsend St,0,52,B32022,Roxbury YMCA - Warren St at MLK Blvd
13321,Townsend St @ Warren St,0,52,B32022,Roxbury YMCA - Warren St at MLK Blvd
1183,Washington St @ Marcella St,0,53,B32023,MLK Blvd at Washington St
1169,Washington St @ Brinton St,0,53,B32023,MLK Blvd at Washington St
1170,Washington St @ ML King Blvd,0,53,B32023,MLK Blvd at Washington St
1182,Washington St @ Valentine St,0,53,B32023,MLK Blvd at Washington St
77777,Melnea Cass Blvd @ Washington St,0,54,B32026,Washington St at Melnea Cass Blvd
3,Washington St @ Melnea Cass Blvd - Silver Line,0,54,B32026,Washington St at Melnea Cass Blvd
6,Melnea Cass Blvd @ Harrison Ave,0,54,B32026,Washington St at Melnea Cass Blvd
62,Washington St @ Williams St,0,54,B32026,Washington St at Melnea Cass Blvd
2,Washington St @ Melnea Cass Blvd,0,54,B32026,Washington St at Melnea Cass Blvd
61,Washington St @ Melnea Cass Blvd,0,54,B32026,Washington St at Melnea Cass Blvd
10101,Melnea Cass Blvd @ Harrison Ave,0,54,B32026,Washington St at Melnea Cass Blvd
7,Melnea Cass Blvd @ Washington St,0,54,B32026,Washington St at Melnea Cass Blvd
11792,Harrison Ave @ Melnea Cass Blvd,0,54,B32026,Washington St at Melnea Cass Blvd
568,Geneva Ave @ Blue Hill Ave,0,56,B32028,Grove Hall Library - 41 Geneva Ave
