stop_id,stop_name,location_type,madina_bb_station_id,Number,NAME
567,Geneva Ave @ Jeremiah Burke High School,0,56,B32028,Grove Hall Library - 41 Geneva Ave
2930,Columbia Rd @ Hamilton St,0,57,B32029,Columbia Rd at Ceylon St
2914,Columbia Rd @ Hamilton St,0,57,B32029,Columbia Rd at Ceylon St
2915,Columbia Rd opp Wyola Pl,0,57,B32029,Columbia Rd at Ceylon St
2929,Columbia Rd @ Intervale St,0,57,B32029,Columbia Rd at Ceylon St
1510,Bowdoin St @ Hendry St,0,58,B32031,Bowdoin St at Quincy St
15100,St Peters Sq @ Church,0,58,B32031,Bowdoin St at Quincy St
1511,Bowdoin St @ Quincy St,0,58,B32031,Bowdoin St at Quincy St
11512,Bowdoin opp Mt Ida,0,58,B32031,Bowdoin St at Quincy St
1471,Bowdoin St @ Hamilton St,0,58,B32031,Bowdoin St at Quincy St
1472,Bowdoin St opp Elba Terr,0,58,B32031,Bowdoin St at Quincy St
1473,Bowdoin St @ Quincy St,0,58,B32031,Bowdoin St at Quincy St
14731,Bowdoin St @ Adams St,0,58,B32031,Bowdoin St at Quincy St
65,State St @ Washington Mall - State St Sta,0,59,B32032,Government Center - Cambridge St at Court St
70022,State,0,59,B32032,Government Center - Cambridge St at Court St
door-state-cityhall,State - City Hall,2,59,B32032,Government Center - Cambridge St at Court St
4510,Cambridge St @ Government Ctr Sta,0,59,B32032,Government Center - Cambridge St at Court St
70039,Government Center,0,59,B32032,Government Center - Cambridge St at Court St
door-gover-main,Government Center - City Hall Plaza,2,59,B32032,Government Center - Cambridge St at Court St
49704,Tremont St @ Beacon St,0,59,B32032,Government Center - Cambridge St at Court St
91391,Huntington Ave @ Longwood Ave,0,60,B32033,Huntington Ave at Mass Art
70247,Longwood Medical Area,0,60,B32033,Huntington Ave at Mass Art
70248,Longwood Medical Area,0,60,B32033,Huntington Ave at Mass Art
31317,Huntington Ave @ Longwood Ave,0,60,B32033,Huntington Ave at Mass Art
1927,Jersey St @ Boylston St,0,61,B32034,Boylston St at Jersey St
1928,Ipswich St @ Boylston St,0,61,B32034,Boylston St at Jersey St
1922,Ipswich St @ Boylston St,0,61,B32034,Boylston St at Jersey St
1923,Boylston St @ Jersey St,0,61,B32034,Boylston St at Jersey St
1317,Huntington Ave opp Fenwood Rd,0,62,B32036,One Brigham Circle
1319,Tremont St opp Wigglesworth St,0,62,B32036,One Brigham Circle
1362,Tremont St @ Huntington Ave,0,62,B32036,One Brigham Circle
1363,Huntington Ave @ Fenwood Rd,0,62,B32036,One Brigham Circle
70249,Brigham Circle,0,62,B32036,One Brigham Circle
70250,Brigham Circle,0,62,B32036,One Brigham Circle
70251,Fenwood Road,0,62,B32036,One Brigham Circle
70252,Fenwood Road,0,62,B32036,One Brigham Circle
21317,Huntington Ave @ Wigglesworth St,0,62,B32036,One Brigham Circle
1564,Brookline Ave @ Newbury St,0,63,B32037,Deerfield St at Commonwealth Ave
door-kencl-commonwealth,"Kenmore - Fenway Park, Commonwealth Ave",2,63,B32037,Deerfield St at Commonwealth Ave
941,Commonwealth Ave @ Blandford St,0,63,B32037,Deerfield St at Commonwealth Ave
8993,Brookline Ave opp Newbury St,0,63,B32037,Deerfield St at Commonwealth Ave
70150,Kenmore,0,63,B32037,Deerfield St at Commonwealth Ave
899,Kenmore,0,63,B32037,Deerfield St at Commonwealth Ave
door-kencl-beacon,"Kenmore - Boston University, Beacon St",2,63,B32037,Deerfield St at Commonwealth Ave
door-kencl-busway,"Kenmore - Busway, Commonwealth Ave",2,63,B32037,Deerfield St at Commonwealth Ave
1149,205 Roxbury St,0,64,B32055,Bartlett St at John Elliot Sq
1145,42A John Eliot Sq,0,64,B32055,Bartlett St at John Elliot Sq
10000,Tremont St opp Temple Pl,0,65,B32056,Tremont St at Hamilton Pl
door-dwnxg-macys,Downtown Crossing - Macy's,2,65,B32056,Tremont St at Hamilton Pl
9170076,Park Street - Tremont St opp Hamilton Pl,0,65,B32056,Tremont St at Hamilton Pl
door-dwnxg-winter,"Downtown Crossing - Washington St, Winter St",2,65,B32056,Tremont St at Hamilton Pl
70075,Park Street,0,65,B32056,Tremont St at Hamilton Pl
door-pktrm-elevatoreb,Park Street - Tremont St to Lobby (Elevator 804),2,65,B32056,Tremont St at Hamilton Pl
door-pktrm-elevatorwb,"Park Street - Elevator, Tremont St",2,65,B32056,Tremont St at Hamilton Pl
door-pktrm-exitalewife,Park Street - Escalator to Tremont St (North),2,65,B32056,Tremont St at Hamilton Pl
door-pktrm-exitashbrain,Park Street - Escalator to Tremont St (South),2,65,B32056,Tremont St at Hamilton Pl
door-pktrm-tremonte,"Park Street - Tremont St, Boston Common",2,65,B32056,Tremont St at Hamilton Pl
door-pktrm-tremontw,"Park Street - Boston Common, Tremont St",2,65,B32056,Tremont St at Hamilton Pl
door-pktrm-tremstair,Park Street - Tremont St,2,65,B32056,Tremont St at Hamilton Pl
49001,Temple Pl @ Washington St,0,65,B32056,Tremont St at Hamilton Pl
door-pktrm-winter,"Park Street - Tremont St, Winter St",2,65,B32056,Tremont St at Hamilton Pl
door-pktrm-west,Park Street - Boston Common,2,65,B32056,Tremont St at Hamilton Pl
9982,Beacon St @ Park St,0,65,B32056,Tremont St at Hamilton Pl
49704,Tremont St @ Beacon St,0,65,B32056,Tremont St at Hamilton Pl
WML-0025,Lansdowne,0,66,B32058,Lansdowne T Stop
1518,Brookline Ave opp Jersey St,0,66,B32058,Lansdowne T Stop
1563,Brookline Ave @ Jersey St,0,66,B32058,Lansdowne T Stop
1224,Tremont St opp Prentiss St,0,67,B32059,Whittier St Health Center
1257,Tremont St @ Prentiss St,0,67,B32059,Whittier St Health Center
938,Commonwealth Ave @ St Mary's St,0,68,B32060,700 Commonwealth Ave.
939,Commonwealth Ave @ Hinsdale St,0,68,B32060,700 Commonwealth Ave.
70146,Boston University East,0,68,B32060,700 Commonwealth Ave.
70147,Boston University East,0,68,B32060,700 Commonwealth Ave.
952,Commonwealth Ave @ Granby St,0,68,B32060,700 Commonwealth Ave.
9982,Beacon St @ Park St,0,69,B32061,One Beacon St
9170076,Park Street - Tremont St opp Hamilton Pl,0,69,B32061,One Beacon St
49704,Tremont St @ Beacon St,0,69,B32061,One Beacon St
168,Tremont St @ Appleton St,0,70,C32000,Tremont St at E Berkeley St
36539,E Berkeley @ Tremont St,0,70,C32000,Tremont St at E Berkeley St
1238,Tremont St @ Herald St,0,70,C32000,Tremont St at E Berkeley St
147,Herald St @ Tremont St,0,70,C32000,Tremont St at E Berkeley St
1357,Tremont St opp Roxbury Crossing Sta,0,71,C32001,Roxbury Crossing T Stop - Columbus Ave at Tremont St
1258,Tremont St @ Roxbury Crossing Station,0,71,C32001,Roxbury Crossing T Stop - Columbus Ave at Tremont St
1323,Tremont St @ Columbus Ave,0,71,C32001,Roxbury Crossing T Stop - Columbus Ave at Tremont St
1222,Columbus Ave @ Malcolm X Blvd,0,71,C32001,Roxbury Crossing T Stop - Columbus Ave at Tremont St
11257,Malcolm X Blvd @ King St,0,71,C32001,Roxbury Crossing T Stop - Columbus Ave at Tremont St
70009,Roxbury Crossing,0,71,C32001,Roxbury Crossing T Stop - Columbus Ave at Tremont St
door-rcmnl-tremont,Roxbury Crossing - Tremont St,2,71,C32001,Roxbury Crossing T Stop - Columbus Ave at Tremont St
21148,Malcolm X Blvd @ Tremont St,0,71,C32001,Roxbury Crossing T Stop - Columbus Ave at Tremont St
WML-0012-05,Back Bay,0,72,C32003,Back Bay T Stop - Dartmouth St at Stuart St
door-bbsta-buswayn,"Back Bay - Clarendon St, Buses (North)",2,72,C32003,Back Bay T Stop - Dartmouth St at Stuart St
door-bbsta-busways,"Back Bay - Clarendon St, Buses (South)",2,72,C32003,Back Bay T Stop - Dartmouth St at Stuart St
176,Dartmouth St opp Back Bay Sta,0,72,C32003,Back Bay T Stop - Dartmouth St at Stuart St
door-bbsta-dartmn,Back Bay - Dartmouth St (North),2,72,C32003,Back Bay T Stop - Dartmouth St at Stuart St
71855,Stuart St @ Dartmouth St,0,72,C32003,Back Bay T Stop - Dartmouth St at Stuart St
door-bbsta-dartmw,Back Bay - Dartmouth St (Tracks 5 and 7),2,72,C32003,Back Bay T Stop - Dartmouth St at Stuart St
door-bbsta-dartms,Back Bay - Dartmouth St (South),2,72,C32003,Back Bay T Stop - Dartmouth St at Stuart St
door-bbsta-underpass,Back Bay - Underpass to Copley Place,2,72,C32003,Back Bay T Stop - Dartmouth St at Stuart St
door-bbsta-garage,Back Bay - Garage,2,72,C32003,Back Bay T Stop - Dartmouth St at Stuart St
178,Saint James Ave @ Dartmouth St,0,72,C32003,Back Bay T Stop - Dartmouth St at Stuart St
11384,Dartmouth St @ Back Bay Sta,0,72,C32003,Back Bay T Stop - Dartmouth St at Stuart St
23391,Back Bay,0,72,C32003,Back Bay T Stop - Dartmouth St at Stuart St
70014,Back Bay,0,72,C32003,Back Bay T Stop - Dartmouth St at Stuart St
70015,Back Bay,0,72,C32003,Back Bay T Stop - Dartmouth St at Stuart St
NEC-2276,Back Bay,0,72,C32003,Back Bay T Stop - Dartmouth St at Stuart St
NEC-2276-01,Back Bay,0,72,C32003,Back Bay T Stop - Dartmouth St at Stuart St
NEC-2276-02,Back Bay,0,72,C32003,Back Bay T Stop - Dartmouth St at Stuart St
87,Massachusetts Ave @ Tremont St,0,73,C32004,Massachusetts Ave at Columbus Ave
188,Massachusetts Ave @ Massachusetts Ave Station,0,73,C32004,Massachusetts Ave at Columbus Ave
door-masta-corridor,Massachusetts Avenue - Massachusetts Ave (Northside),2,73,C32004,Massachusetts Ave at Columbus Ave
5,Washington St @ Massachusetts Ave,0,74,C32005,Washington St at Lenox St
55,Washington St @ Massachusetts Ave,0,74,C32005,Washington St at Lenox St
4,Washington St @ Lenox St,0,74,C32005,Washington St at Lenox St
60,Washington St @ Lenox St,0,74,C32005,Washington St at Lenox St
59,Massachusetts Ave @ Washington St,0,74,C32005,Washington St at Lenox St
1791,Harrison Ave @ E Lenox St,0,74,C32005,Washington St at Lenox St
10590,Massachusetts Ave @ Washington St,0,74,C32005,Washington St at Lenox St
19402,Washington St @ W Newton St,0,75,C32006,Washington St at Rutland St
9421,E Newton St @ Washington St,0,75,C32006,Washington St at Rutland St
15176,Washington St @ Worcester St,0,75,C32006,Washington St at Rutland St
5091,E Newton St @ Harrison Ave,0,75,C32006,Washington St at Rutland St
1787,Washington St @ Worcester St,0,75,C32006,Washington St at Rutland St
1788,Washington St @ E Newton St,0,75,C32006,Washington St at Rutland St
70239,Prudential,0,76,C32007,Prudential Center - 101 Huntington Ave
door-prmnl-huntington,Prudential - Huntington Ave,2,76,C32007,Prudential Center - 101 Huntington Ave
door-prmnl-prudential,Prudential - Prudential Center,2,76,C32007,Prudential Center - 101 Huntington Ave
11389,Huntington Ave @ Prudential Station,0,76,C32007,Prudential Center - 101 Huntington Ave
11388,Huntington Ave @ Belvidere St,0,76,C32007,Prudential Center - 101 Huntington Ave
179,Huntington Ave @ Ring Rd,0,76,C32007,Prudential Center - 101 Huntington Ave
1399,Belvidere St @ Huntington Ave,0,76,C32007,Prudential Center - 101 Huntington Ave
174,Ring Rd @ Boylston St,0,77,C32008,Boylston St at Fairfield St
1389,Boylston St @ Prudential Center,0,77,C32008,Boylston St at Fairfield St
70081,Broadway,0,78,C32009,Dorchester Ave at Gillette Park
door-brdwy-main,Broadway - Broadway,2,78,C32009,Dorchester Ave at Gillette Park
door-brdwy-traveler,Broadway - Traveler St,2,78,C32009,Dorchester Ave at Gillette Park
151,W Broadway @ Broadway Station,0,78,C32009,Dorchester Ave at Gillette Park
150,Broadway Station - Red Line,0,78,C32009,Dorchester Ave at Gillette Park
121,JFK/UMass,0,79,C32013,JFK/UMass T Stop
70085,JFK/UMass,0,79,C32013,JFK/UMass T Stop
70086,JFK/UMass,0,79,C32013,JFK/UMass T Stop
70095,JFK/UMass,0,79,C32013,JFK/UMass T Stop
70096,JFK/UMass,0,79,C32013,JFK/UMass T Stop
MM-0023-S,JFK/UMass,0,79,C32013,JFK/UMass T Stop
door-jfk-busway,"JFK/UMass - Busway, JFK Library, Mount Vernon St (Ramp)",2,79,C32013,JFK/UMass T Stop
door-jfk-columbia,JFK/UMass - Columbia Rd,2,79,C32013,JFK/UMass T Stop
door-jfk-oldcolony,"JFK/UMass - Busway, JFK Library, Mount Vernon St (Stairs)",2,79,C32013,JFK/UMass T Stop
door-jfk-sydneyn,JFK/UMass - Sydney St (North),2,79,C32013,JFK/UMass T Stop
159,W Broadway @ F St,0,81,C32016,W Broadway at Dorchester St
21,E Broadway @ G St,0,81,C32016,W Broadway at Dorchester St
157,W Broadway @ Dorchester St,0,81,C32016,W Broadway at Dorchester St
20,Dorchester St @ E Broadway,0,81,C32016,W Broadway at Dorchester St
45,E Broadway @ G St,0,81,C32016,W Broadway at Dorchester St
46,Dorchester St @ Broadway,0,81,C32016,W Broadway at Dorchester St
158,442 W Broadway,0,81,C32016,W Broadway at Dorchester St
156,W Broadway @ F St,0,81,C32016,W Broadway at Dorchester St
43,E Broadway @ I St,0,82,C32017,South Boston Library - 646 E Broadway
42,E Broadway @ K St,0,82,C32017,South Boston Library - 646 E Broadway
23,E Broadway @ I St,0,82,C32017,South Boston Library - 646 E Broadway
24,E Broadway @ K St,0,82,C32017,South Boston Library - 646 E Broadway
30250,23 Drydock Ave,0,83,C32020,ID Building East
30251,27 Drydock Ave,0,83,C32020,ID Building East
31259,Drydock Ave @ Black Falcon Ave,0,83,C32020,ID Building East
30249,Northern Ave @ Tide St,0,84,C32021,ID Building West
30250,23 Drydock Ave,0,84,C32021,ID Building West
31257,Northern Ave @ Tide St,0,84,C32021,ID Building West
30,E Broadway @ Farragut Rd,0,85,C32023,Murphy Skating Rink - 1880 Day Blvd
30272,Farragut Rd @ Broadway,0,85,C32023,Murphy Skating Rink - 1880 Day Blvd
15095,Washington St @ Herald St,0,87,C32025,Ink Block - Harrison Ave at Herald St
11481,Herald St @ Harrison Ave,0,87,C32025,Ink Block - Harrison Ave at Herald St
49003,Washington St @ Herald St,0,87,C32025,Ink Block - Harrison Ave at Herald St
148,Herald St @ Washington St,0,87,C32025,Ink Block - Harrison Ave at Herald St
1354,Humboldt Ave @ Seaver St,0,88,C32027,Franklin Park - Seaver St at Humboldt Ave
1325,Humboldt Ave @ Seaver St,0,88,C32027,Franklin Park - Seaver St at Humboldt Ave
1326,Humboldt Ave @ Hutchings St,0,88,C32027,Franklin Park - Seaver St at Humboldt Ave
1741,Seaver St @ Humboldt Ave,0,88,C32027,Franklin Park - Seaver St at Humboldt Ave
17411,Seaver St opp Humboldt Ave,0,88,C32027,Franklin Park - Seaver St at Humboldt Ave
1353,Humboldt Ave @ Hutchings St,0,88,C32027,Franklin Park - Seaver St at Humboldt Ave
160,W Broadway @ E St,0,90,C32029,W Broadway at D St
154,W Broadway @ D St,0,90,C32029,W Broadway at D St
161,W Broadway @ D St,0,90,C32029,W Broadway at D St
162,W Broadway @ C St,0,90,C32029,W Broadway at D St
155,W Broadway @ E St,0,90,C32029,W Broadway at D St
1565,Franklin Park Loop @ Zoo entrance,0,91,C32030,Franklin Park Zoo - Franklin Park Rd at Blue Hill Ave
1587,Franklin Park Zoo @ Entrance,0,91,C32030,Franklin Park Zoo - Franklin Park Rd at Blue Hill Ave
2923,Old Rd @ Ellington St,0,91,C32030,Franklin Park Zoo - Franklin Park Rd at Blue Hill Ave
2904,Columbia Rd @ Wolcott St,0,91,C32030,Franklin Park Zoo - Franklin Park Rd at Blue Hill Ave
415,Blue Hill Ave @ Franklin Park Rd,0,91,C32030,Franklin Park Zoo - Franklin Park Rd at Blue Hill Ave
416,Blue Hill Ave opp McLellan St,0,91,C32030,Franklin Park Zoo - Franklin Park Rd at Blue Hill Ave
74614,Silver Line Way,0,92,C32032,Congress St at Northern Ave
74624,Silver Line Way,0,92,C32032,Congress St at Northern Ave
243,Northern Ave @ D St,0,92,C32032,Congress St at Northern Ave
180,Bay St @ Auckland St,0,93,C32033,Savin Hill T Stop - S Sydney St at Bay St
70087,Savin Hill,0,93,C32033,Savin Hill T Stop - S Sydney St at Bay St
70088,Savin Hill,0,93,C32033,Savin Hill T Stop - S Sydney St at Bay St
door-shmnl-savin,Savin Hill - Savin Hill Ave,2,93,C32033,Savin Hill T Stop - S Sydney St at Bay St
door-shmnl-sydney,Savin Hill - South Sydney St,2,93,C32033,Savin Hill T Stop - S Sydney St at Bay St
214,Seaport Blvd @ Pier 4 Blvd,0,94,C32034,Watermark Seaport - Boston Wharf Rd at Seaport Blvd
21599,Seaport Blvd @ Sleeper St,0,94,C32034,Watermark Seaport - Boston Wharf Rd at Seaport Blvd
74612,Courthouse,0,94,C32034,Watermark Seaport - Boston Wharf Rd at Seaport Blvd
door-crtst-north,"Courthouse - Fan Pier Blvd, Seaport Blvd",2,94,C32034,Watermark Seaport - Boston Wharf Rd at Seaport Blvd
door-crtst-south,"Courthouse - Thomson Pl, Seaport Blvd",2,94,C32034,Watermark Seaport - Boston Wharf Rd at Seaport Blvd
11599,Seaport Blvd @ Fan Pier Blvd,0,94,C32034,Watermark Seaport - Boston Wharf Rd at Seaport Blvd
36538,E Berkeley St @ Harrison Ave,0,95,C32035,Troy Boston
21599,Seaport Blvd @ Sleeper St,0,96,C32036,Seaport Blvd at Sleeper St
74612,Courthouse,0,96,C32036,Seaport Blvd at Sleeper St
door-crtst-north,"Courthouse - Fan Pier Blvd, Seaport Blvd",2,96,C32036,Seaport Blvd at Sleeper St
door-crtst-south,"Courthouse - Thomson Pl, Seaport Blvd",2,96,C32036,Seaport Blvd at Sleeper St
11599,Seaport Blvd @ Fan Pier Blvd,0,96,C32036,Seaport Blvd at Sleeper St
467,Washington Street @ Four Corners / Geneva Station,0,97,C32037,Four Corners - 157 Washington St
2919,Columbia Rd @ Washington St,0,97,C32037,Four Corners - 157 Washington St
468,Washington St @ Columbia Rd,0,97,C32037,Four Corners - 157 Washington St
2925,Columbia Rd @ Washington St,0,97,C32037,Four Corners - 157 Washington St
473,Washington St @ Columbia Rd,0,97,C32037,Four Corners - 157 Washington St
475,Washington Street @ Four Corners / Geneva Station,0,97,C32037,Four Corners - 157 Washington St
4374,Washington St @ Lithgow St,0,98,C32038,Washington St at Talbot Ave
425,Talbot Ave @ Norfolk St,0,98,C32038,Washington St at Talbot Ave
426,Talbot Ave @ Lithgow St,0,98,C32038,Washington St at Talbot Ave
485,Washington St @ Southern Ave,0,98,C32038,Washington St at Talbot Ave
371,Talbot Ave @ Centre St,0,98,C32038,Washington St at Talbot Ave
372,Talbot Ave @ Southern Ave,0,98,C32038,Washington St at Talbot Ave
457,Washington St @ Kenwood St,0,98,C32038,Washington St at Talbot Ave
431,355 Norfolk St opp Withington St,0,98,C32038,Washington St at Talbot Ave
3078,Gallivan Blvd @ Ross Rd,0,99,C32040,Gallivan Blvd at Adams St
3079,Adams St @ Minot St,0,99,C32040,Gallivan Blvd at Adams St
8687,Adams St @ Minot St,0,99,C32040,Gallivan Blvd at Adams St
33691,Granite Ave @ Gallivan Blvd,0,99,C32040,Gallivan Blvd at Adams St
3370,Gallivan Blvd @ Kenmere Rd,0,99,C32040,Gallivan Blvd at Adams St
3378,Granite Ave @ Gallivan Blvd,0,99,C32040,Gallivan Blvd at Adams St
323,Fields Corner,0,100,C32041,Fields Corner T Stop
325,Park St Busway @ Dorchester Ave,0,100,C32041,Fields Corner T Stop
70090,Fields Corner,0,100,C32041,Fields Corner T Stop
door-fldcr-busway,"Fields Corner - Busway, Street",2,100,C32041,Fields Corner T Stop
345,Dorchester Ave opp Charles St,0,100,C32041,Fields Corner T Stop
346,Dorchester Ave @ Adams St,0,100,C32041,Fields Corner T Stop
419,Blue Hill Ave @ Angell St,0,101,C32043,Talbot Ave At Blue Hill Ave
420,Talbot Ave opp Nightingale St,0,101,C32043,Talbot Ave At Blue Hill Ave
1706,Blue Hill Ave @ Harvard St,0,101,C32043,Talbot Ave At Blue Hill Ave
1736,Blue Hill Ave opp Health Ctr,0,101,C32043,Talbot Ave At Blue Hill Ave
1737,Blue Hill Ave @ Harvard St,0,101,C32043,Talbot Ave At Blue Hill Ave
378,Talbot Ave @ Nightingale St,0,101,C32043,Talbot Ave At Blue Hill Ave
1722,1624 Blue Hill Ave @ Mattapan Sq,0,102,C32045,Mattapan T Stop
70275,Mattapan,0,102,C32045,Mattapan T Stop
70276,Mattapan,0,102,C32045,Mattapan T Stop
door-matt-northbus,Mattapan - Upper Busway,2,102,C32045,Mattapan T Stop
door-matt-southbus,Mattapan - Lower Busway,2,102,C32045,Mattapan T Stop
door-matt-square,Mattapan - Mattapan Square,2,102,C32045,Mattapan T Stop
6366,River St @ Blue Hill Ave,0,102,C32045,Mattapan T Stop
6368,River St @ Cummings Hwy,0,102,C32045,Mattapan T Stop
16458,Cummins Hwy @ Fairway St,0,102,C32045,Mattapan T Stop
96434,Cummins Hwy @ River St,0,102,C32045,Mattapan T Stop
1720,Blue Hill Ave @ Mattapan Sq,0,102,C32045,Mattapan T Stop
6464,Cummins Hwy @ Florence St,0,103,C32046,Roslindale Village - Washington St
635,Washington St @ Poplar St,0,103,C32046,Roslindale Village - Washington St
636,Washington St @ Cummins Hwy,0,103,C32046,Roslindale Village - Washington St
6022,Poplar St @ South St,0,103,C32046,Roslindale Village - Washington St
602,South St @ Taft Hill Terr,0,103,C32046,Roslindale Village - Washington St
6428,Cummins Hwy @ Washington St,0,103,C32046,Roslindale Village - Washington St
795,Corinth St @ Cohasset St,0,103,C32046,Roslindale Village - Washington St
635,Washington St @ Poplar St,0,104,C32047,Roslindale Village - South St
636,Washington St @ Cummins Hwy,0,104,C32047,Roslindale Village - South St
NB-0064-S,Roslindale Village,0,104,C32047,Roslindale Village - South St
6022,Poplar St @ South St,0,104,C32047,Roslindale Village - South St
602,South St @ Taft Hill Terr,0,104,C32047,Roslindale Village - South St
6428,Cummins Hwy @ Washington St,0,104,C32047,Roslindale Village - South St
597,Washington St @ Lochdale Rd,0,105,C32048,Archdale Rd at Washington St
598,Washington St @ Archdale Rd,0,105,C32048,Archdale Rd at Washington St
599,Washington St @ Mosgrove Ave,0,105,C32048,Archdale Rd at Washington St
640,Washington St @ Archdale Rd,0,105,C32048,Archdale Rd at Washington St
639,Washington St @ Whipple Ave,0,105,C32048,Archdale Rd at Washington St
1716,Blue Hill Ave @ Mattapan St,0,106,C32050,Mattapan Library
1726,Blue Hill Ave @ Mattapan Library,0,106,C32050,Mattapan Library
1728,Blue Hill Ave @ Fessenden St,0,106,C32050,Mattapan Library
296,P St @ Columbia Rd,0,107,C32051,Farragut Rd at E. 6th St
270,Columbia Rd @ P St,0,107,C32051,Farragut Rd at E. 6th St
30270,Farragut Rd opp E Sixth St,0,107,C32051,Farragut Rd at E. 6th St
70081,Broadway,0,108,C32053,Broadway T Stop
door-brdwy-main,Broadway - Broadway,2,108,C32053,Broadway T Stop
door-brdwy-traveler,Broadway - Traveler St,2,108,C32053,Broadway T Stop
151,W Broadway @ Broadway Station,0,108,C32053,Broadway T Stop
150,Broadway Station - Red Line,0,108,C32053,Broadway T Stop
4374,Washington St @ Lithgow St,0,109,C32055,Codman Square Library
518,Washington St @ Ashmont St,0,109,C32055,Codman Square Library
437,Washington St @ Welles Ave,0,109,C32055,Codman Square Library
1253,Tremont St @ Douglas Pk,0,110,C32056,Tremont St at Northampton St
11228,Tremont St @ Lenox St,0,110,C32056,Tremont St at Northampton St
1228,Tremont St @ Hammond St,0,110,C32056,Tremont St at Northampton St
1230,Tremont St @ Northampton St,0,110,C32056,Tremont St at Northampton St
84,Massachusetts Ave @ Tremont St,0,110,C32056,Tremont St at Northampton St
87,Massachusetts Ave @ Tremont St,0,110,C32056,Tremont St at Northampton St
1252,Tremont St @ Northampton St,0,110,C32056,Tremont St at Northampton St
148,Herald St @ Washington St,0,111,C32057,Harrison Ave at Mullins Way
15095,Washington St @ Herald St,0,111,C32057,Harrison Ave at Mullins Way
11481,Herald St @ Harrison Ave,0,111,C32057,Harrison Ave at Mullins Way
36538,E Berkeley St @ Harrison Ave,0,111,C32057,Harrison Ave at Mullins Way
49003,Washington St @ Herald St,0,111,C32057,Harrison Ave at Mullins Way
799,Belgrade Ave opp Penfield St,0,112,C32059,Belgrade Ave at Walworth St
800,Belgrade Ave @ Walworth St,0,112,C32059,Belgrade Ave at Walworth St
801,Belgrade Ave opp Aldrich St,0,112,C32059,Belgrade Ave at Walworth St
790,Belgrade Ave @ Aldrich St,0,112,C32059,Belgrade Ave at Walworth St
791,Belgrade Ave @ Walworth St,0,112,C32059,Belgrade Ave at Walworth St
792,Belgrade Ave @ Penfield St,0,112,C32059,Belgrade Ave at Walworth St
1246,Tremont St @ Union Pk,0,113,C32060,Tremont St at W. Dedham St
1234,Tremont St @ Aguadilla St,0,113,C32060,Tremont St at W. Dedham St
1235,Tremont St @ Upton St,0,113,C32060,Tremont St at W. Dedham St
1248,Tremont St @ Pembroke St,0,113,C32060,Tremont St at W. Dedham St
1382,43 W Dedham St,0,113,C32060,Tremont St at W. Dedham St
1383,Dartmouth St @ Tremont St,0,113,C32060,Tremont St at W. Dedham St
1396,Dartmouth St @ Tremont St,0,113,C32060,Tremont St at W. Dedham St
1397,Opp 43 W Dedham St,0,113,C32060,Tremont St at W. Dedham St
10013,Albany St @ E Dedham St,0,114,C32061,Albany St at E. Brookline St
10006,Albany St opp E Newton St,0,114,C32061,Albany St at E. Brookline St
334,Ashmont,0,115,C32062,Ashmont T Stop
70093,Ashmont,0,115,C32062,Ashmont T Stop
door-asmnl-beale,Ashmont - Beale St,2,115,C32062,Ashmont T Stop
door-asmnl-matpn,Ashmont - Mattapan Line (Lobby),2,115,C32062,Ashmont T Stop
door-asmnl-peabody,Ashmont - Peabody Square,2,115,C32062,Ashmont T Stop
door-asmnl-rdexits,Ashmont - Buses,2,115,C32062,Ashmont T Stop
367,Talbot Ave @ Dorchester Ave,0,115,C32062,Ashmont T Stop
430,Talbot Ave @ Dorchester Ave,0,115,C32062,Ashmont T Stop
8717,Dorchester Ave @ Talbot Ave,0,115,C32062,Ashmont T Stop
30336,Dorchester Ave @ Dracut St,0,115,C32062,Ashmont T Stop
door-masta-main,Massachusetts Avenue - Massachusetts Ave (Southside),2,116,C32063,Mass Ave T Station
door-masta-side,Massachusetts Avenue - Southwest Corridor Park,2,116,C32063,Mass Ave T Station
187,Massachusetts Ave @ Massachusetts Ave Station,0,116,C32063,Mass Ave T Station
188,Massachusetts Ave @ Massachusetts Ave Station,0,116,C32063,Mass Ave T Station
70241,Symphony,0,116,C32063,Mass Ave T Station
82,Massachusetts Ave @ Huntington Ave,0,116,C32063,Mass Ave T Station
door-symcl-ebsymphony,"Symphony - Massachusetts Ave, Symphony Hall",2,116,C32063,Mass Ave T Station
89,Massachusetts Ave @ St Botolph St,0,116,C32063,Mass Ave T Station
door-symcl-ebchurch,"Symphony - Massachusetts Ave, First Church of Christ",2,116,C32063,Mass Ave T Station
door-symcl-huntw,"Symphony - Massachusetts Ave, Huntington Ave (West)",2,116,C32063,Mass Ave T Station
door-symcl-westland,"Symphony - Westland Ave, Symphony Hall",2,116,C32063,Mass Ave T Station
door-symcl-hunte,"Symphony - Massachusetts Ave, Huntington Ave (East)",2,116,C32063,Mass Ave T Station
door-masta-corridor,Massachusetts Avenue - Massachusetts Ave (Northside),2,116,C32063,Mass Ave T Station
70085,JFK/UMass,0,117,C32064,Sydney St at Carson St
70086,JFK/UMass,0,117,C32064,Sydney St at Carson St
70095,JFK/UMass,0,117,C32064,Sydney St at Carson St
70096,JFK/UMass,0,117,C32064,Sydney St at Carson St
MM-0023-S,JFK/UMass,0,117,C32064,Sydney St at Carson St
door-jfk-columbia,JFK/UMass - Columbia Rd,2,117,C32064,Sydney St at Carson St
